FID;FID_dai_lo;ID;INFO;UNSICHER;OLD;FID_phucso;ID_1;INFO_1;UNSICHER_1;OLD_1;FID_dong_g;ID_12;INFO_12;OLD_12;UNSICHER_2;FID_namgia;ID_12_13;INFO_12_13;UNSICHER_3;OLD_12_13;BUFF_DIST;area;ORIG_FID;TPFID;soil1;waterriver;VGTB_LandC;Topographi;litho1;fill_dgmq3;curvature;aspect;dgm_slope1;NEAR_FID;NEAR_DIST;curv_pln;curv_profi;longitude;latitude;is_ls
74;75;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;-1;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;74;74;3;99;3;5,5786901;3;297,3349915;-0,2378070;248,5090027;25,8495998;22;10,364621955300001;-0,0435799;0,1942270;804366,0000000;1710410,0000000;1
75;76;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;-1;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;75;75;3;99;6;5,4752498;3;291,4939880;0,3392330;224,5590057;22,7066994;22;29,604182802200000;0,2288960;-0,1103370;805348,0000000;1709460,0000000;1
76;77;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;-1;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;76;76;3;60;2;4,7703700;3;267,4469910;0,3690580;26,8283997;25,9419003;3963;125,673741118999999;0,1519310;-0,2171270;806899,0000000;1708760,0000000;1
77;78;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;-1;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;77;77;3;30;2;4,7624002;3;260,1709900;0,5134290;16,1639004;23,9843998;3963;139,696078808000010;0,4323220;-0,0811075;806850,0000000;1708790,0000000;1
78;79;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;-1;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;78;78;3;60;2;6,4329901;3;105,9079971;-0,3805580;289,3590088;9,1453104;22;13,444260325400000;-0,0375964;0,3429610;812860,0000000;1710660,0000000;1
79;80;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;-1;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;79;79;3;90;1;5,9409499;3;109,9449997;-0,2961820;289,4240112;13,5263996;22;12,005468473400001;0,0446739;0,3408550;812890,0000000;1710700,0000000;1
80;81;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;-1;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;80;80;3;99;5;5,9796300;4;58,4418983;-0,1833870;130,5820007;9,4535599;22;11,469582258799999;0,0748141;0,2582010;819362,0000000;1714910,0000000;1
81;82;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;-1;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;81;81;4;30;1;12,8020000;3;40,0187988;-0,0000000;-1,0000000;0,0000000;22;102,881114612000005;0,0000000;0,0000000;821239,0000000;1716740,0000000;1
82;83;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;-1;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;82;82;3;90;2;7,1292701;3;43,3083000;-0,3680900;98,5472031;10,5761995;22;8,041577757080001;0,2457310;0,6138220;821126,0000000;1717050,0000000;1
83;84;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;-1;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;83;83;3;99;2;7,4658399;3;42,1502991;0,4561960;110,9929962;3,6630700;3015;75,089957601799995;0,4736620;0,0174662;822477,0000000;1718760,0000000;1
84;85;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;-1;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;84;84;3;99;1;5,1200900;3;91,2212982;-0,3127500;131,5829926;25,1089993;3015;148,745601870999991;0,0129853;0,3257350;822711,0000000;1719230,0000000;1
85;86;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;-1;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;85;85;3;99;3;5,8237100;4;39,9780998;-0,4355800;19,1399002;11,7026997;22;101,441243381999996;0,0438254;0,4794060;829543,0000000;1722670,0000000;1
86;-1;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;-1;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;86;86;3;99;2;5,2581801;3;330,9979858;0,5494320;135,0059967;16,8549004;3947;7,718982200930000;0,2460840;-0,3033480;802891,0000000;1710610,0000000;1
87;-1;0,000000000000000; ;0;0;1;0,000000000000000; ;0;0;-1;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;87;87;3;99;2;5,5291600;3;337,2070007;1,1193700;119,0439987;13,7816000;3947;8,085163268120001;0,5707730;-0,5485980;802907,0000000;1710630,0000000;1
88;-1;0,000000000000000; ;0;0;2;0,000000000000000; ;0;0;-1;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;88;88;3;90;2;4,7829399;3;332,5679932;-0,0466071;170,1540070;23,0342007;40;3,854002397970000;0,2467330;0,2933400;802561,0000000;1710560,0000000;1
89;-1;0,000000000000000; ;0;0;3;0,000000000000000; ;0;0;-1;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;89;89;2;90;6;4,9490900;3;393,5809937;-0,1488680;64,9360962;25,6833992;40;3,244506452900000;0,1075790;0,2564480;800201,0000000;1709720,0000000;1
90;-1;0,000000000000000; ;0;0;4;0,000000000000000; ;0;0;-1;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;90;90;3;60;3;7,0317702;3;338,3269958;-1,4157100;44,5152016;11,1217003;38;36,408009524699999;-0,1349660;1,2807400;798187,0000000;1706210,0000000;1
91;-1;0,000000000000000; ;0;0;5;0,000000000000000; ;0;0;-1;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;91;91;3;90;2;7,2818599;3;340,7919922;-0,3587950;41,4576988;7,5756102;38;1,709022547350000;-0,0070126;0,3517830;798435,0000000;1706170,0000000;1
92;-1;0,000000000000000; ;0;0;6;0,000000000000000; ;0;0;-1;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;92;92;3;90;2;7,9381299;3;338,7330017;-0,2685780;46,2542000;3,9797201;38;3,038699691370000;-0,0307024;0,2378760;798413,0000000;1706200,0000000;1
93;-1;0,000000000000000; ;0;0;7;0,000000000000000; ;0;0;-1;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;93;93;3;99;2;5,3969998;3;350,2300110;-0,2393830;80,4763031;24,7761993;38;0,071822847713600;-0,3184220;-0,0790387;799052,0000000;1706240,0000000;1
94;-1;0,000000000000000; ;0;0;8;0,000000000000000; ;0;0;-1;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;94;94;3;90;3;6,9949899;3;273,0450134;-0,1417100;220,3439941;18,1641006;38;0,493191058136000;-0,0874259;0,0542842;799910,0000000;1706430,0000000;1
95;-1;0,000000000000000; ;0;0;9;0,000000000000000; ;0;0;-1;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;95;95;3;99;3;7,0532899;3;285,1310120;-0,6350910;197,4349976;22,5725994;38;32,365060934100001;-0,3499470;0,2851440;799872,0000000;1706490,0000000;1
96;-1;0,000000000000000; ;0;0;10;0,000000000000000; ;0;0;-1;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;96;96;3;60;3;5,3023100;3;261,5029907;0,3015510;241,1540070;26,9113998;38;37,044346934700002;-0,0609272;-0,3624780;799936,0000000;1706350,0000000;1
97;-1;0,000000000000000; ;0;0;11;0,000000000000000; ;0;0;-1;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;97;97;3;99;3;7,6687398;3;500,8859863;0,3917750;223,2059937;5,3878398;4104;11,840591208899999;0,0791865;-0,3125880;803060,0000000;1696560,0000000;1
98;-1;0,000000000000000; ;0;0;12;0,000000000000000; ;0;0;-1;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;98;98;3;99;2;5,0169401;4;503,1080017;-0,1588710;48,5456009;23,4911003;4103;14,501398505599999;0,1379330;0,2968040;802067,0000000;1696190,0000000;1
99;-1;0,000000000000000; ;0;0;13;0,000000000000000; ;0;0;-1;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;99;99;3;99;2;6,1769500;3;376,0419922;0,3552750;309,4930115;10,1086998;4100;9,764810516610000;0,0429283;-0,3123470;802820,0000000;1700200,0000000;1
100;-1;0,000000000000000; ;0;0;14;0,000000000000000; ;0;0;-1;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;100;100;3;99;2;6,4903002;3;378,3219910;0,0467122;325,4679871;5,9939198;39;5,861671928000000;-0,0352448;-0,0819570;802835,0000000;1700210,0000000;1
101;-1;0,000000000000000; ;0;0;15;0,000000000000000; ;0;0;-1;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;101;101;3;99;2;5,1190901;3;408,3989868;-0,1749000;214,7619934;19,6369991;38;16,404188941099999;-0,0327353;0,1421640;800881,0000000;1703620,0000000;1
102;-1;0,000000000000000; ;0;0;16;0,000000000000000; ;0;0;-1;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;102;102;3;99;3;5,2966399;3;323,3439941;0,3077460;50,8787994;26,3834000;4098;15,487394884900000;0,1948790;-0,1128670;801215,0000000;1707150,0000000;1
103;-1;0,000000000000000; ;0;0;17;0,000000000000000; ;0;0;-1;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;103;103;3;99;2;5,3253102;3;291,1080017;0,0062459;75,7041016;22,5739002;38;2,692442868060000;0,0005206;-0,0057253;801065,0000000;1707420,0000000;1
104;-1;0,000000000000000; ;0;0;18;0,000000000000000; ;0;0;-1;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;104;104;3;99;2;4,8525500;3;287,3559875;0,1734350;227,0449982;23,1700993;38;30,769230228800001;0,3083700;0,1349360;799472,0000000;1706550,0000000;1
105;-1;0,000000000000000; ;0;0;19;0,000000000000000; ;0;0;-1;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;105;105;3;30;4;6,9461098;3;356,1520081;-0,3924970;278,3529968;5,3119402;4092;29,066362269199999;0,0589506;0,4514470;795783,0000000;1708960,0000000;1
106;-1;0,000000000000000; ;0;0;20;0,000000000000000; ;0;0;-1;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;106;106;3;90;2;5,4832201;3;374,1499939;-0,1737840;187,7799988;25,5146999;40;1,709093951130000;-0,0712889;0,1024950;795621,0000000;1709180,0000000;1
107;-1;0,000000000000000; ;0;0;21;0,000000000000000; ;0;0;-1;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;107;107;3;90;2;5,5143499;3;372,4890137;-0,1406420;187,0429993;22,6854992;40;0,526700028312000;0,0595163;0,2001580;795565,0000000;1709180,0000000;1
108;-1;0,000000000000000; ;0;0;22;0,000000000000000; ;0;0;-1;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;108;108;3;99;2;5,4540501;3;410,9479980;0,2425980;129,4539948;21,3850002;4156;10,655230941599999;0,1452790;-0,0973190;793444,0000000;1709230,0000000;1
109;-1;0,000000000000000; ;0;0;23;0,000000000000000; ;0;0;-1;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;109;109;3;60;1;7,6917801;3;372,5740051;-0,5872400;328,4620056;10,4410000;40;244,961130078999986;0,2123150;0,7995550;793518,0000000;1708950,0000000;1
110;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;2;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;110;110;4;90;2;7,4043398;5;14,2385998;-0,7682680;358,0480042;7,5687299;1165;1,875732079440000;-0,0631231;0,7051450;829520,0000000;1769370,0000000;1
111;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;3;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;111;111;4;0;4;12,9035997;5;13,4870005;-0,0000000;-1,0000000;0,0000000;1165;93,880674513399995;0,0000000;0,0000000;829151,0000000;1769510,0000000;1
112;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;5;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;112;112;4;99;2;6,9763498;5;27,0287991;-0,4969490;7,0708399;16,8850002;1521;97,298521344199997;0,0569104;0,5538600;825834,0000000;1767560,0000000;1
113;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;7;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;113;113;3;30;4;8,0496798;3;19,0473003;-1,4036800;142,7359924;9,4665403;4;133,438416853999996;-0,2954860;1,1081899;824635,0000000;1767700,0000000;1
114;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;8;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;114;114;3;30;4;7,6865902;3;27,9647007;0,0090364;171,6880035;10,6953001;4;73,449964713699998;-0,0103257;-0,0193621;824457,0000000;1767660,0000000;1
115;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;9;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;115;115;3;60;1;7,1860700;3;37,5275993;-0,2019970;9,9616699;7,6546798;1521;5,766994692200000;0,0978458;0,2998420;824025,0000000;1767510,0000000;1
116;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;10;0;s;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;116;116;3;99;2;6,8059402;3;59,6049995;1,1179500;44,7253990;7,6607199;1521;100,892427435000002;0,6119480;-0,5060020;823982,0000000;1767420,0000000;1
117;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;11;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;117;117;3;30;4;7,5095801;3;44,1817017;-0,8575900;140,2830048;15,5555000;4;90,127862129600004;0,0107521;0,8683420;823662,0000000;1767700,0000000;1
118;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;12;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;118;118;3;90;5;6,7549100;3;116,4499969;0,2751380;143,7279968;8,7657900;4;7,449687189190000;0,1238980;-0,1512400;822476,0000000;1767370,0000000;1
119;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;13;0;s;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;119;119;3;99;1;5,8180900;3;192,1119995;-0,0859561;353,3070068;9,8107996;1164;245,467391638000009;-0,4857830;-0,3998270;822107,0000000;1766930,0000000;1
120;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;14;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;120;120;3;60;3;5,9071298;3;157,3679962;-0,0607435;152,3470001;20,3616009;4;30,631265445800000;-0,1202030;-0,0594595;821429,0000000;1766920,0000000;1
121;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;15;0;s;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;121;121;3;30;2;6,9587498;4;193,5260010;-0,2699470;142,5220032;4,2825799;221;97,423507330099994;-0,1416740;0,1282720;819390,0000000;1766500,0000000;1
122;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;16;0;s;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;122;122;3;90;1;6,1229801;4;199,3029938;0,0361447;199,3059998;11,0129995;4;135,231386947000004;0,1244840;0,0883394;819483,0000000;1766550,0000000;1
123;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;17;0;a;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;123;123;3;90;2;4,9119401;3;232,9960022;-0,1817340;49,7507019;24,2397003;4;208,168689749000009;0,2876850;0,4694190;817963,0000000;1766130,0000000;1
124;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;18;0;s;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;124;124;3;60;1;6,1460900;4;226,9640045;-0,3583200;152,7129974;15,6475000;99;74,956925083599998;0,1192380;0,4775580;817948,0000000;1766430,0000000;1
125;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;20;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;125;125;3;99;5;4,7720299;3;359,3729858;0,1042620;11,1269999;38,3661003;96;7,047029767340000;0,1268590;0,0225975;816352,0000000;1766090,0000000;1
126;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;21;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;126;126;3;99;5;5,5151501;3;387,4039917;0,9125640;152,8370056;25,7255001;96;23,583808581300001;-0,0215504;-0,9341140;816226,0000000;1766270,0000000;1
127;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;22;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;127;127;3;99;1;5,7916398;3;395,6419983;-0,8256360;52,6467018;16,1809998;73;165,091139790000000;-0,2234980;0,6021380;813874,0000000;1766130,0000000;1
128;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;23;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;128;128;4;0;4;12,2495003;3;367,0310059;-0,0000000;-1,0000000;0,0000000;230;11,425758490300000;0,0000000;0,0000000;810516,0000000;1767400,0000000;1
129;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;24;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;129;129;3;30;4;9,0832005;3;365,5270081;-0,1151390;24,2817001;0,9811800;230;27,713491438500000;0,0081214;0,1232610;810292,0000000;1767460,0000000;1
130;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;26;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;130;130;3;30;2;4,3109798;3;373,2040100;-0,6483360;299,3680115;32,0834999;4;5,838553266010000;0,5213660;1,1697000;806873,0000000;1768080,0000000;1
131;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;27;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;131;131;3;30;1;6,8765101;3;358,4710083;-1,3398401;40,1952019;10,0639000;294;10,473075239400000;-0,1703060;1,1695400;806329,0000000;1767900,0000000;1
132;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;28;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;132;132;3;99;3;5,7306399;3;362,5379944;0,1575590;206,4949951;5,9623098;4;72,684075311100003;0,1740480;0,0164895;805693,0000000;1768230,0000000;1
133;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;29;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;133;133;3;90;5;5,8450699;3;300,0310059;-1,1284400;124,3909988;17,4319992;4;14,723871506700000;-0,2463150;0,8821260;800582,0000000;1766460,0000000;1
134;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;30;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;134;134;4;30;4;9,4242697;3;293,3309937;0,0013428;134,9909973;0,4834500;4;147,556949086999992;0,0000000;0,0000000;800211,0000000;1766210,0000000;1
135;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;31;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;135;135;4;99;2;9,0943899;3;300,5549927;0,3418710;185,1300049;2,2667999;4;3,065294124430000;0,1953040;-0,1465670;798750,0000000;1766590,0000000;1
136;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;32;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;136;136;4;30;3;7,1543198;3;295,5570068;-0,5495440;352,7149963;5,0873799;4;11,382193718400000;0,0370854;0,5866290;798387,0000000;1766780,0000000;1
137;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;33;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;137;137;4;0;4;10,1819000;3;295,2720032;-0,0111796;142,5829926;0,2699150;4;54,418628533700002;0,0002713;0,0114509;798409,0000000;1766820,0000000;1
138;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;34;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;138;138;3;90;2;4,6406898;3;331,0599976;1,4905500;157,6770020;25,3202991;243;131,976999500999995;0,2788540;-1,2117000;796446,0000000;1767510,0000000;1
139;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;35;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;139;139;3;99;3;5,7481799;3;344,7810059;0,2287460;168,7290039;13,1744003;4020;398,423118198999987;1,1109700;0,8822230;793758,0000000;1766170,0000000;1
140;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;36;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;140;140;4;30;4;7,0923600;4;319,2919922;-0,5707470;158,9239960;7,1384401;4;27,508369613300001;0,0758525;0,6465990;793245,0000000;1765500,0000000;1
141;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;37;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;141;141;3;30;3;5,3596601;4;340,9010010;-0,4883830;73,2834015;23,9412003;4;26,980496366000001;0,3092490;0,7976320;792778,0000000;1765350,0000000;1
142;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;38;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;142;142;3;90;3;6,8454800;3;362,5459900;1,3280300;302,8689880;6,2866101;4;20,994684827200000;0,2507470;-1,0772800;792597,0000000;1765330,0000000;1
143;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;39;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;143;143;3;60;4;5,2039399;3;349,3160095;-0,7487450;145,4239960;29,9908009;4020;51,822728795000003;0,3704880;1,1192300;792478,0000000;1765380,0000000;1
144;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;40;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;144;144;3;99;2;4,6687799;3;540,0729980;-0,2987940;236,6250000;24,4892998;4;22,218931484999999;0,0693858;0,3681800;788747,0000000;1763220,0000000;1
145;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;41;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;145;145;3;99;2;6,5039401;3;540,8549805;1,1712700;3,0304101;23,6996002;4021;18,539361466799999;0,1563680;-1,0149000;788689,0000000;1763170,0000000;1
146;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;42;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;146;146;3;90;1;4,5020299;3;573,2189941;0,7500810;315,9379883;26,3339996;4021;16,682107312999999;0,1790970;-0,5709850;788517,0000000;1763130,0000000;1
147;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;43;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;147;147;3;60;5;4,7852402;3;574,6300049;-1,1153100;113,8789978;28,3759003;4;27,375123001999999;-0,1780740;0,9372350;788332,0000000;1763130,0000000;1
148;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;44;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;148;148;3;99;2;5,3042102;3;576,5280151;-1,9815800;229,7120056;8,4462004;4021;6,264586108990000;-1,1878000;0,7937770;788271,0000000;1763060,0000000;1
149;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;45;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;149;149;3;99;2;6,1898699;3;559,3419800;-0,4559940;328,5320129;4,1998501;4;5,573932589370000;-0,8008260;-0,3448320;788021,0000000;1762950,0000000;1
150;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;46;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;150;150;5;90;3;7,1654601;3;554,5300293;-0,9759790;1,1005300;8,0995398;4;9,522645802480000;-0,0000000;0,9759790;787490,0000000;1762900,0000000;1
151;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;47;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;151;151;3;90;5;5,2941699;3;517,9730225;0,6741710;55,0601997;13,9175997;4;7,640784691910000;0,5378540;-0,1363160;785352,0000000;1762710,0000000;1
152;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;48;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;152;152;3;60;2;4,5027599;3;516,2189941;0,0669081;194,5709991;28,9748993;3930;9,933509429620001;0,6738310;0,6069230;785224,0000000;1762670,0000000;1
153;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;49;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;153;153;3;90;3;4,4194298;3;527,6519775;0,5963680;12,5932999;28,7261009;4;575,542857899999944;0,5123860;-0,0839816;784909,0000000;1761480,0000000;1
154;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;50;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;154;154;4;99;2;5,0495501;5;21,8251991;-0,8163550;13,9924002;20,8288002;3610;13,437133404400001;0,0316858;0,8480410;831139,0000000;1782790,0000000;1
155;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;51;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;155;155;4;99;3;6,1834402;3;21,2800007;-1,4166600;83,3067017;11,7483997;3582;114,882183205000004;-0,5495630;0,8671010;828239,0000000;1783420,0000000;1
156;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;52;0; ;1;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;156;156;4;90;1;5,4890900;3;29,0125008;0,0353644;39,1264992;28,0053005;3582;14,236661048900000;0,3899080;0,3545440;828176,0000000;1783600,0000000;1
157;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;53;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;157;157;4;60;1;5,9158101;3;21,0063000;-0,9441670;14,8168001;27,0081997;3582;9,064475083460000;0,0702164;1,0143800;828060,0000000;1783650,0000000;1
158;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;54;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;158;158;4;60;1;6,4983702;3;21,4379997;-0,2296970;6,1578498;20,8174000;3582;12,609243287100000;0,7239970;0,9536940;827913,0000000;1783720,0000000;1
